name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass,range,body_mass_out,fat_mass_out,muscle_mass_out,start_min_speed,end_min_speed
Dryocopus martius,NA,0.321,0.6565,0.10593000000000001,2,0.09786,0.05457000000000001,4002.8061967838003,0.17641124892829596,-0,0.05457000000000001,13.236792978782633,10.844008760183645
Jynx torquilla,NA,0.035,0.255,0.011550000000000001,2,0.013372,0.005950000000000001,3189.866019422224,0.019231775686169857,-0,0.005950000000000001,10.142787251418925,8.3088361458711
Picus canus,NA,0.137,0.397,0.04521000000000001,2,0.036185,0.023290000000000005,3182.9759764837268,0.07526614986198549,-0,0.023290000000000005,12.813912948807406,10.497009021585166
Picus viridis,NA,0.176,0.45375,0.05808,2,0.047165,0.02992,3360.5390563942187,0.09669488103892362,-0,0.02992,13.03019362396179,10.67415472826927
Podiceps cristatus,NA,0.6735,0.677,0.222255,2,0.05937,0.114495,4506.099040696267,0.3698655140587138,-0,0.114495,16.68925570628235,13.6695130191332
Asio flammeus,NA,0.325,0.92975,0.10725000000000001,2,0.13817,0.05525000000000001,6407.5579515763475,0.17859471918788722,-0,0.05525000000000001,11.168908187570416,9.148626387819009
Asio otus,NA,0.299,0.824333333,0.09867,2,0.119192222,0.05083,5666.434012124064,0.16432116085061813,-0,0.05083,11.536275636266847,9.450017063114359
Athene noctua,NA,0.164,0.504333333,0.05412,2,0.053051667,0.027880000000000002,3952.9857865671315,0.09006935230474158,-0,0.027880000000000002,12.071807468994862,9.887265051318723
Bubo bubo,NA,2.686,1.23,0.8863800000000001,2,0.35025,0.45662,3851.8965185228485,1.4752352373332807,-0,0.45662,19.639707326454268,16.088282795013612
Otus scops,NA,0.092,0.456833333,0.03036,2,0.04083,0.01564,4270.125279948216,0.05056206340728587,0,0.01564,10.459840485861928,8.568631677253768
Strix aluco,NA,0.475,0.860333333,0.15675,2,0.174726667,0.08075,4491.437984411043,0.2609829898966974,-0,0.08075,13.177246116776503,10.794066193938262
Strix uralensis,NA,0.7845,1.049,0.258885,2,0.26751,0.133365,4613.381225273554,0.43096427926690767,-0,0.133365,14.107164077479114,11.55527403675682
Tyto alba,NA,0.35,0.871333333,0.11549999999999999,2,0.129083333,0.0595,5818.924375810353,0.19232577778627274,-0,0.0595,11.825928315551442,9.686890318761296
Phalacrocorax carbo,NA,2.1095,1.18375,0.6961350000000001,2,0.219965,0.3586150000000001,4962.936542097376,1.1588925471340685,-0,0.3586150000000001,18.46990198172493,15.12976966304118
Accipiter gentilis,NA,1.038,1.05,0.34254,2,0.177,0.17646,5376.8469788744615,0.5701365881277662,-0,0.17646,15.480603288172565,12.679472891954541
Aquila chrysaetos,NA,4.421,2.01,1.45893,2,0.612,0.7515700000000001,6677.088278385767,2.4292502097335844,-0,0.7515700000000001,18.14110665097828,14.860309229473128
Aquila nipalensis,NA,2.85,2.03,0.9405000000000001,2,0.4853,0.48450000000000004,8548.084847716205,1.565963710816475,-0,0.48450000000000004,15.592776551447685,12.77185746977986
Buteo buteo,NA,0.909,1.29,0.29997,2,0.254,0.15453000000000003,6834.4309901680845,0.4993849010207613,-0,0.15453000000000003,13.361859887559204,10.944106432624169
Buteo platypterus,NA,0.46,0.897,0.15180000000000002,2,0.114,0.0782,6105.842486884517,0.25277520843331297,-0,0.0782,12.767745840619483,10.45846006342792
Buteo swainsoni,NA,1.064,1.29,0.35112000000000004,2,0.227,0.18088,6923.0409450563975,0.5847360142845917,-0,0.18088,14.082212428106931,11.535484249220504
Circaetus gallicus,NA,1.7,1.9,0.561,2,0.4058,0.28900000000000003,9347.66333638703,0.9340074135639008,-0,0.28900000000000003,13.56621289966716,11.111316766481655
Circus aeruginosus,NA,0.603,1.16,0.19899,2,0.204,0.10251,6895.733047056202,0.33127658005004107,-0,0.10251,12.288179381319157,10.064593694933679
Circus pygargus,NA,0.324,1.04,0.10692000000000002,2,0.129,0.055080000000000004,7879.697491597387,0.17805777662470357,-0,0.055080000000000004,10.549473967501111,8.641186274078384
Clanga pomarina,NA,1.518,1.465,0.50094,2,0.5153,0.25806,5250.756036679024,0.8338281795804485,-0,0.25806,14.877023087739426,12.18524919532646
Haliaeetus albicilla,NA,4.775,2.18,1.5757500000000002,2,0.8824,0.8117500000000001,6331.224110358524,2.6237180910250015,-0,0.8117500000000001,17.8726967885008,14.640450428343398
Hieraaetus pennatus,NA,0.842,1.11,0.27786,2,0.2004,0.14314000000000002,5926.3748437840595,0.46274113556538776,-0,0.14314000000000002,14.041412780488713,11.50241697654911
Milvus migrans,NA,0.754,1.52,0.24882,2,0.2805,0.12818000000000002,8978.299473759198,0.41433540588743983,-0,0.12818000000000002,11.565442756651441,9.473068892504182
Neophron percnopterus,NA,1.875,1.65,0.61875,2,0.3555,0.31875000000000003,7582.968789859946,1.030440057158436,-0,0.31875000000000003,15.041275488471621,12.321079470512226
Pernis apivorus,NA,0.8,1.26,0.264,2,0.2471,0.136,6839.603160943329,0.43959780719383873,-0,0.136,12.956149528973807,10.612525736136268
Cathartes aura,NA,1.425,1.78,0.47025000000000006,2,0.462,0.24225000000000002,8243.637946369829,0.7829601033273137,-0,0.24225000000000002,13.215024408743727,10.82399055097225
Pandion haliaetus,NA,1.5,1.7,0.495,2,0.32,0.255,8818.614040529117,0.8241189324545487,-0,0.255,13.755699748754097,11.266585707833151
Anas acuta,NA,0.867,0.9,0.28611000000000003,2,0.0879,0.14739000000000002,5870.61189689918,0.47632187832065875,-0,0.14739000000000002,15.746673685944593,12.898227496914915
Anas platyrhynchos,NA,1.165,0.885,0.38445,2,0.105,0.19805000000000003,4860.126230146856,0.6397932933591971,-0,0.19805000000000003,17.523819625255406,14.35303190385628
Anser albifrons,NA,2.35,1.38,0.7755000000000001,2,0.239,0.3995,6182.2930002022595,1.2907137843910557,-0,0.3995,17.733411928617148,14.524423513902278
Anser indicus,NA,2.26,1.52,0.7458,2,0.278,0.3842,6952.886567473361,1.2417293166016494,-0,0.3842,16.678388427061712,13.6614726058115
Branta bernicla,NA,1.335,1.1,0.44055,2,0.143,0.22695,6039.973672464835,0.7333731120421385,-0,0.22695,16.448730044839127,13.472924644447739
Branta canadensis,NA,3.917,1.69,1.29261,2,0.372,0.66589,6328.860195190923,2.151819124970942,-0,0.66589,19.00147774412406,15.564244299535728
Branta leucopsis,NA,1.4,1.34,0.46199999999999997,2,0.213,0.238,7103.552365451553,0.7690822456578642,-0,0.238,15.141259901804489,12.40144822441007
Clangula hyemalis,NA,0.713,0.71,0.23529,2,0.0669,0.12121,4577.847519038748,0.3917076389126331,-0,0.12121,16.609512942059837,13.605852605358775
Cygnus columbianus,NA,6.95,2.12,2.2935000000000003,2,0.566,1.1815000000000002,6717.293767288562,3.817129164016949,-0,1.1815000000000002,20.540675202090718,16.82378387577618
Cygnus cygnus,NA,10.35,2.29,3.4155,2,0.62,1.7595,6591.375019928893,5.685520422462874,-0,1.7595,22.57072861853819,18.488110284888926
Mareca penelope,NA,0.693,0.822,0.22869,2,0.0829,0.11781,5456.235823187898,0.38069643914866613,-0,0.11781,15.290769390603613,12.524558350632812
Somateria mollissima,NA,2.053,0.978,0.67749,2,0.131,0.34901,4471.362359595639,1.1275847991129189,-0,0.34901,20.13691796186229,16.49500033651383
Somateria spectabilis,NA,1.755,0.93,0.5791499999999999,2,0.108,0.29835,4664.885674902456,0.9640499618239963,-0,0.29835,19.597724990347636,16.05373997230922
Apus apus,NA,0.043,0.4,0.01419,2,0.0168,0.00731,5560.70806718091,0.023626420120602135,-0,0.00731,8.67386079162456,7.1045427977822175
Upupa epops,NA,0.071,0.44,0.02343,2,0.0422,0.012069999999999999,4125.982153191789,0.03900445930474876,-0,0.012069999999999999,9.775726319211588,8.007052952004155
Alca torda,NA,0.707,0.661,0.23331,2,0.0462,0.12019,4745.970988266403,0.38836266293161836,-0,0.12019,17.165693678625345,14.060877585174698
Alle alle,NA,0.156,0.387,0.051480000000000005,2,0.0167,0.026520000000000002,4291.607603084369,0.0856848473168788,-0,0.026520000000000002,13.552901581162011,11.100859826064505
Cerorhinca monocerata,NA,0.565,0.615,0.18645,2,0.044,0.09605,4544.378454605507,0.31034093215335246,-0,0.09605,16.51396321953865,13.526756593081727
Fratercula arctica,NA,0.381,0.549,0.12573,2,0.0368,0.06477000000000001,4469.104814387151,0.20931237805401942,-0,0.06477000000000001,15.326148197486651,12.554380043591872
Uria aalge,NA,0.995,0.707,0.32835000000000003,2,0.0536,0.16915000000000002,4556.294735561742,0.5464755372490671,-0,0.16915000000000002,18.60137311206549,15.236586161695726
Uria lomvia,NA,0.945,0.727,0.31185,2,0.056,0.16065000000000002,4767.110130658235,0.5191616847070007,-0,0.16065000000000002,18.031008422061195,14.770455841971996
Pluvialis fulva,NA,0.19,0.51,0.0627,2,0.0317,0.0323,4983.848043177406,0.10436847253193113,-0,0.0323,12.608399218724575,10.327027394712236
Larus fuscus,NA,0.875,1.34,0.28875,2,0.19,0.14875000000000002,8315.39177089048,0.4808808008468717,-0,0.14875000000000002,12.944581077502429,10.603311569388314
Rissa tridactyla,NA,0.409,0.947,0.13497,2,0.095,0.06953,7371.016807734916,0.22474761122282488,-0,0.06953,11.948556657418342,9.787065101097918
Sterna hirundo,NA,0.132,0.78,0.04356,2,0.0496,0.02244,8156.101050746965,0.0725391410238595,-0,0.02244,9.029107385650336,7.395630884673211
Sterna paradisaea,NA,0.105,0.8,0.03465,2,0.0571,0.01785,8143.324443859271,0.05770247622956644,-0,0.01785,8.260424217567683,6.766002574717471
Calidris canutus,NA,0.125,0.538,0.04125,2,0.0332,0.02125,5774.27071074016,0.06869308326788678,-0,0.02125,10.676012289115716,8.745106501713499
Gallinago media,NA,0.165,0.482,0.054450000000000005,2,0.0337,0.028050000000000002,4548.847702554771,0.09066688325093923,-0,0.028050000000000002,12.373372564289056,10.135825362055469
Limosa lapponica,NA,0.304,0.73,0.10032,2,0.052,0.051680000000000004,6566.0539533202455,0.16702080497378569,-0,0.051680000000000004,12.32700646068042,10.096679019040874
Numenius arquata,NA,0.983,0.97,0.32439,2,0.1182,0.16711,5705.341790892573,0.5399646442330693,-0,0.16711,15.816538564239577,12.954837782863077
Phalaropus lobatus,NA,0.038,0.34,0.01254,2,0.0146,0.0064600000000000005,4781.600645713465,0.020884323049066792,0,0.0064600000000000005,9.02815661763936,7.395529565844136
Stercorarius longicaudus,NA,0.3,1,0.099,2,0.0891,0.051000000000000004,8570.487599035825,0.16483723357008356,-0,0.051000000000000004,10.485777835324829,8.588404297504807
Catharacta maccormicki,NA,1.1,1.34,0.36300000000000004,2,0.207,0.18700000000000003,7628.929395769917,0.604519898504939,-0,0.18700000000000003,13.971169926031736,11.44435244683174
Catharacta skua,NA,1.4,1.41,0.46199999999999997,2,0.229,0.238,7518.0015169253,0.7691991662382067,-0,0.238,14.760628744002146,12.090152527098814
Ciconia ciconia,NA,3.35,1.97,1.1055000000000001,2,0.522,0.5695,7512.500603811185,1.8402962154277422,-0,0.5695,16.705137073974694,13.682395349633024
Ciconia nigra,NA,3,1.5,0.99,2,0.2842,0.51,6201.808704590734,1.6486897346373122,-0,0.51,18.45249186122616,15.116461398853335
Mycteria americana,NA,2.5,1.78,0.8250000000000001,2,0.439,0.42500000000000004,7319.825309959702,1.3736426941468847,-0,0.42500000000000004,15.939830733162305,13.056436396165344
Cuculus canorus,NA,0.116,0.575,0.03828,2,0.0508,0.01972,5456.633863591565,0.06373796047547081,-0,0.01972,10.072645060974315,8.250460930671736
Falco eleonorae,NA,0.369,0.95,0.12177,2,0.1041,0.06273000000000001,7300.286781693655,0.20272170583791602,-0,0.06273000000000001,11.527156885853685,9.441156797184941
Falco mexicanus,NA,0.835,1.02,0.27555,2,0.137,0.14195,6095.704988391188,0.4587740835930666,-0,0.14195,14.607068544377537,11.964782793648222
Falco naumanni,NA,0.158,0.65,0.052140000000000006,2,0.0611,0.026860000000000002,5820.852264924391,0.08681508977609109,-0,0.026860000000000002,10.502100590565512,8.60218001866056
Falco peregrinus,NA,1.025,1.02,0.33825,2,0.125,0.17425,6013.5481158137445,0.5632741937538894,-0,0.17425,15.64073063830013,12.812485766411879
Falco subbuteo,NA,0.232,0.75,0.07656,2,0.0653,0.03944,6620.462619376138,0.12746562318408233,-0,0.03944,11.113230567265683,9.102431883636084
Gavia immer,NA,4.131,1.36,1.3632300000000002,2,0.184,0.7022700000000001,5700.34099282345,2.270308897007146,-0,0.7022700000000001,21.560839509287238,17.664114578720667
Grus grus,NA,5.4,2.22,1.7820000000000003,2,0.5855,0.9180000000000001,7748.3201512480355,2.9670168075965164,-0,0.9180000000000001,18.452599049421128,15.114806986800302
Otis tarda,NA,3.5,2.08,1.155,2,0.5728,0.5950000000000001,7853.460797054429,1.9229077889604245,-0,0.5950000000000001,16.49664918383786,13.512000028928377
Acrocephalus arundinaceus,NA,0.034,0.265,0.01122,1,0.0117,0.00578,3286.2987569366587,0.018678578787185946,-0,0.00578,9.8538510990474375,8.071587170627906
Plectrophenax nivalis,NA,0.037,0.33,0.01221,1,0.0184,0.0062900000000000005,3688.3372011988195,0.02033179047876201,-0,0.0062900000000000005,9.082784675923122,7.440303348521301
Hirundo rustica,NA,0.018,0.324,0.00594,1,0.014,0.00306,3845.849573832697,0.009891670949537058,-0,0.00306,7.208444995188081,5.904791961540842
Tachycineta bicolor,NA,0.02,0.319,0.006600000000000001,1,0.0135,0.0034000000000000002,3877.9576863051757,0.010989726951389037,-0,0.0034000000000000002,7.524521293784056,6.163540253597634
Lanius collurio,NA,0.031,0.255,0.010230000000000001,1,0.0145,0.00527,2848.7357365168814,0.01702516228553891,-0,0.00527,9.74046630189306,7.978124918272118
Dumetella carolinensis,NA,0.036,0.287,0.01188,1,0.0162,0.00612,3201.928398566338,0.019774213309263454,-0,0.00612,9.65087407939783,7.9049088268801775
Luscinia megarhynchos,NA,0.023,0.255,0.00759,1,0.01,0.00391,3390.163237096049,0.012639365970218837,-0,0.00391,8.817528186371224,7.223246854984969
Oenanthe oenanthe,NA,0.025,0.307,0.00825,1,0.0158,0.00425,3594.4937767977503,0.013737939221725068,-0,0.00425,8.262748208829157,6.768534435085913
Phoenicurus phoenicurus,NA,0.017,0.233,0.00561,1,0.0106,0.00289,2983.12568813707,0.009340766996293598,-0,0.00289,8.339835190041423,6.831699388109915
Seiurus aurocapilla,NA,0.021,0.242,0.00693,1,0.0111,0.0035700000000000007,3057.397836687477,0.011539139608455947,-0,0.0035700000000000007,8.780781398445258,7.193049280214054
Setophaga striata,NA,0.012,0.23,0.00396,1,0.0091,0.00204,3080.036496106154,0.0065959521747775635,0,0.00204,7.47349487563615,6.122642053651845
Catharus fuscescens,NA,0.034,0.299,0.01122,1,0.0149,0.00578,3526.6288595347482,0.0186828949058456,-0,0.00578,9.27669628455058,7.599198507206025
Catharus ustulatus,NA,0.031,0.297,0.010230000000000001,1,0.0142,0.00527,3575.40049755789,0.017036934340481716,-0,0.00527,9.025507132653708,7.393744836622137
Hylocichla mustelina,NA,0.046,0.327,0.01518,1,0.018,0.00782,3623.9853686583183,0.025266869524680366,-0,0.00782,9.811526339231047,8.036287122636132
Turdus torquatus,NA,0.101,0.439,0.033330000000000005,1,0.033,0.01717,3984.899721439723,0.055491239882226026,-0,0.01717,11.007523759833063,9.016641088580002
Vireo olivaceus,NA,0.017,0.243,0.00561,1,0.0103,0.00289,3175.108336536207,0.009341614060178548,-0,0.00289,8.166430906728849,6.689746648736312
Ardea purpurea,NA,1.105,1.35,0.36465000000000003,2,0.2488,0.18785000000000002,7136.368148155207,0.6070118608869193,-0,0.18785000000000002,13.94039722643211,11.41763966199391
Plegadis chihi,NA,0.614,0.923,0.20262,2,0.126,0.10438,5723.6840682589655,0.337371913189961,-0,0.10438,13.859067653269422,11.352354890335421
Jynx torquilla,NA,0.036,0.292,0.01188,2,0.015,0.00612,3790.2621998008062,0.019782200417306252,-0,0.00612,9.567889958703834,7.837635337937578
Diomedea exulans,NA,8.775,3.01,2.89575,2,0.592,1.4917500000000001,11140.128974496089,4.8222136981453465,-0,1.4917500000000001,18.63246791120725,15.262200888272952
Phoebastria immutabilis,NA,2.55,2.02,0.8415,2,0.3215,0.4335,10176.693026935982,1.401411004268304,-0,0.4335,15.062122624407946,12.337737830971019
Phoebastria nigripes,NA,3.3,2.265,1.089,2,0.3607,0.561,10935.557811515042,1.81322344357309,-0,0.561,15.501403080440111,12.696644898104312
Phoebetria palpebrata,NA,2.95,2.18,0.9735000000000001,2,0.338,0.5015000000000001,10836.251179410936,1.620955828258492,-0,0.5015000000000001,15.220822067448422,12.466932603023954
Thalassarche chrysostoma,NA,3.375,2.18,1.11375,2,0.352,0.5737500000000001,10350.278081244758,1.8544831929159473,-0,0.5737500000000001,15.919586073035832,13.039399336058306
Thalassarche melanophris,NA,4,2.16,1.32,2,0.356,0.68,9732.012259584819,2.197799938037824,-0,0.68,16.925474197180062,13.863287666232125
Hydrobates leucorhous,NA,0.046,0.47,0.01518,2,0.0289,0.00782,5646.121042335482,0.02527665746956613,-0,0.00782,8.183922752057626,6.703352261875369
Ardenna grisea,NA,0.8,1.026,0.264,2,0.0893,0.136,7362.444086098402,0.43960819788513034,-0,0.136,14.357788242414534,11.760791705185452
Ardenna pacifica,NA,0.435,1.01,0.14355,2,0.1,0.07395,7877.47868347663,0.23898637699879677,-0,0.07395,11.810171217551447,9.672972698273794
Ardenna tenuirostris,NA,0.5,0.93,0.165,2,0.0763,0.085,7446.649103639058,0.2746938846353539,-0,0.085,12.892755172648267,10.55979649228425
Calonectris borealis,NA,0.645,1.21,0.21285,2,0.1114,0.10965000000000001,9127.04591192069,0.35443565134354765,-0,0.10965000000000001,12.304846297267611,10.078738719576242
Fulmarus glacialis,NA,0.808,1.13,0.26664000000000004,2,0.119,0.13736,7708.8621507870985,0.4440106606379576,-0,0.13736,13.726606393851728,11.243681277178972
Halobaena caerulea,NA,0.2,0.69,0.066,2,0.0519,0.034,6535.631087758964,0.1098808266977698,-0,0.034,11.026804421361675,9.0315629853954
Pachyptila belcheri,NA,0.15,0.592,0.0495,2,0.0411,0.025500000000000002,5961.84548721721,0.08241359163293245,-0,0.025500000000000002,10.815492364770808,8.858682676129668
Pachyptila desolata,NA,0.155,0.635,0.05115,2,0.0469,0.026350000000000002,6262.154181852645,0.08516002741564306,-0,0.026350000000000002,10.557703767521335,8.647427525930237
Procellaria aequinoctialis,NA,1.1,1.41,0.36300000000000004,2,0.167,0.18700000000000003,8955.173758573601,0.6044931669914068,-0,0.18700000000000003,13.6199532756812,11.15624034752522
Procellaria cinerea,NA,1.06,1.19,0.34980000000000006,2,0.1072,0.18020000000000003,8109.9562410704475,0.5824352064108276,-0,0.18020000000000003,14.643562288869044,11.99442945001459
Procellaria westlandica,NA,1,1.4,0.33,2,0.1632,0.17,9117.772662893989,0.5494792405946665,-0,0.17,13.240875306261191,10.845284084632633
Pterodroma cookii,NA,0.207,0.73,0.06831,2,0.0508,0.03519,7097.27728870468,0.11372816395081925,-0,0.03519,10.844146939103428,8.88189107031147
Pterodroma deserta,NA,0.296,0.83,0.09768,2,0.0603,0.050320000000000004,7558.580397494871,0.16263578261167924,-0,0.050320000000000004,11.458227821277209,9.38503178629527
Puffinus puffinus,NA,0.4,0.82,0.132,2,0.06,0.068,7025.7908250548035,0.2197387218314734,-0,0.068,12.745614958955539,10.439091919308906
Athene cunicularia,NA,0.171,0.6,0.05643000000000001,2,0.0555,0.029070000000000006,5245.903516752799,0.09394789431630032,-0,0.029070000000000006,11.22300848213363,9.19256364470267
