Species_original,Sex,Adult_Juvenile,BirdTree_WJSpecID,Species_BirdTree,Species_IOC13.1,Order_IOC13.1,Family_IOC13.1,English.name_IOC13.1,Multiling_IOC13.1_Japanese,N_studies,body.mass_g,wingspan_m,wing.area_m2,ref,def_span,def_area
Aythia collaris,NA,NA,730,Aythya collaris,Aythya collaris,ANSERIFORMES,Anatidae,Ring-necked Duck,クビワキンクロ,1,757.3,0.71,0.046,Viscor 1987,?-?,?-?
Aythia ferina,NA,NA,727,Aythya ferina,Aythya ferina,ANSERIFORMES,Anatidae,Common Pochard,ホシハジロ,1,842,0.774,0.0615,Viscor 1987,?-?,?-?
Aythia fuligula,NA,NA,736,Aythya fuligula,Aythya fuligula,ANSERIFORMES,Anatidae,Tufted Duck,キンクロハジロ,1,741,0.706,0.0474,Viscor 1987,?-?,?-?
Aythia marila,NA,NA,738,Aythya marila,Aythya marila,ANSERIFORMES,Anatidae,Greater Scaup,スズガモ,1,675,0.814,0.0621,Viscor 1987,?-?,?-?
Aythia nyroca,NA,NA,731,Aythya nyroca,Aythya nyroca,ANSERIFORMES,Anatidae,Ferruginous Duck,メジロガモ,1,512,0.68,0.0512,Viscor 1987,?-?,?-?
Branta bernicla,NA,NA,616,Branta bernicla,Branta bernicla,ANSERIFORMES,Anatidae,Brant Goose,コクガン,3,1273,1.19,0.1388,Viscor 1987,?-?,?-?
Branta canadiensis,NA,NA,613,Branta canadensis,Branta canadensis,ANSERIFORMES,Anatidae,Canada Goose,カナダガン,1,5662,1.5,0.282,Viscor 1987,?-?,?-?
Branta leucopsis,NA,NA,615,Branta leucopsis,Branta leucopsis,ANSERIFORMES,Anatidae,Barnacle Goose,カオジロガン,3,1150,1.08,0.115,Viscor 1987,?-?,?-?
Bucephala albeola,NA,NA,760,Bucephala albeola,Bucephala albeola,ANSERIFORMES,Anatidae,Bufflehead,ヒメハジロ,1,377,0.59,0.0412,Viscor 1987,?-?,?-?
Bucephala clangula,NA,NA,757,Bucephala clangula,Bucephala clangula,ANSERIFORMES,Anatidae,Common Goldeneye,ホオジロガモ,2,622,0.7,0.0516,Viscor 1987,?-?,?-?
Clangula hyemalis,NA,NA,748,Clangula hyemalis,Clangula hyemalis,ANSERIFORMES,Anatidae,Long-tailed Duck,コオリガモ,4,1038,0.76,0.055,Viscor 1987,?-?,?-?
Cygnus columbianus,NA,NA,591,Cygnus columbianus,Cygnus columbianus,ANSERIFORMES,Anatidae,Tundra Swan,コハクチョウ,4,5943,2.04,0.4156,Viscor 1987,?-?,?-?
Cygnus cygnus,NA,NA,589,Cygnus cygnus,Cygnus cygnus,ANSERIFORMES,Anatidae,Whooper Swan,オオハクチョウ,4,5925,2.3,0.3377,Viscor 1987,?-?,?-?
Cygnus olor,NA,NA,586,Cygnus olor,Cygnus olor,ANSERIFORMES,Anatidae,Mute Swan,コブハクチョウ,5,11602,2.4,0.6808,Viscor 1987,?-?,?-?
Anas penelope,NA,NA,673,Anas penelope,Mareca penelope,ANSERIFORMES,Anatidae,Eurasian Wigeon,ヒドリガモ,4,830,0.855,0.0664,Viscor 1987,?-?,?-?
Anas strepera,NA,NA,671,Anas strepera,Mareca strepera,ANSERIFORMES,Anatidae,Gadwall,オカヨシガモ,2,823.9,0.805,0.07871,Viscor 1987,?-?,?-?
Melanitta fusca,NA,NA,753,Melanitta fusca,Melanitta fusca,ANSERIFORMES,Anatidae,Velvet Scoter,ヨーロッパビロードキンクロ,2,1578,0.967,0.101,Viscor 1987,?-?,?-?
Melanitta nigra,NA,NA,749,Melanitta nigra,Melanitta nigra,ANSERIFORMES,Anatidae,Common Scoter,ヨーロッパクロガモ,2,870,0.85,0.0679,Viscor 1987,?-?,?-?
Mergus albellus,NA,NA,761,Mergellus albellus,Mergellus albellus,ANSERIFORMES,Anatidae,Smew,ミコアイサ,1,495,0.625,0.0431,Viscor 1987,?-?,?-?
Mergus merganser,NA,NA,767,Mergus merganser,Mergus merganser,ANSERIFORMES,Anatidae,Common Merganser,カワアイサ,3,1470,0.955,0.0853,Viscor 1987,?-?,?-?
Mergus serrator,NA,NA,764,Mergus serrator,Mergus serrator,ANSERIFORMES,Anatidae,Red-breasted Merganser,ウミアイサ,3,818,0.886,0.0589,Viscor 1987,?-?,?-?
Oxyura jamaicensis,NA,NA,573,Oxyura jamaicensis,Oxyura jamaicensis,ANSERIFORMES,Anatidae,Ruddy Duck,アカオタテガモ,1,635,0.58,0.0394,Viscor 1987,?-?,?-?
Anas clypeata,NA,NA,695,Anas clypeata,Spatula clypeata,ANSERIFORMES,Anatidae,Northern Shoveler,ハシビロガモ,2,633,0.798,0.0614,Viscor 1987,?-?,?-?
Anas discors,NA,NA,690,Anas discors,Spatula discors,ANSERIFORMES,Anatidae,Blue-winged Teal,ミカヅキシマアジ,2,332,0.64,0.037,Viscor 1987,?-?,?-?
Anas querquedula,NA,NA,712,Anas querquedula,Spatula querquedula,ANSERIFORMES,Anatidae,Garganey,シマアジ,2,327,0.654,0.0399,Viscor 1987,?-?,?-?
Apus apus,NA,NA,2422,Apus apus,Apus apus,APODIFORMES,Apodidae,Common Swift,ヨーロッパアマツバメ,5,36.2,0.42,0.0165,Viscor 1987,?-?,?-?
Chaetura pelagica,NA,NA,2399,Chaetura pelagica,Chaetura pelagica,APODIFORMES,Apodidae,Chimney Swift,エントツアマツバメ,1,17.3,0.32,0.0104,Viscor 1987,?-?,?-?
Upupa epops,NA,NA,1384,Upupa epops,Upupa epops,BUCEROTIFORMES,Upupidae,Eurasian Hoopoe,ヤツガシラ,5,91,0.477,0.0366,Viscor 1987,?-?,?-?
Caprymulgus europaeus,NA,NA,3254,Caprimulgus europaeus,Caprimulgus europaeus,CAPRIMULGIFORMES,Caprimulgidae,European Nightjar,ヨーロッパヨタカ,1,92,0.569,0.0398,Viscor 1987,?-?,?-?
Chordeiles minor,NA,NA,3215,Chordeiles minor,Chordeiles minor,CAPRIMULGIFORMES,Caprimulgidae,Common Nighthawk,アメリカヨタカ,2,75.3,0.584,0.03495,Viscor 1987,?-?,?-?
Alca torda,NA,NA,4510,Alca torda,Alca torda,CHARADRIIFORMES,Alcidae,Razorbill,オオハシウミガラス,5,780,0.681,0.0382,Viscor 1987,?-?,?-?
Plautus alle,NA,NA,4507,Alle alle,Alle alle,CHARADRIIFORMES,Alcidae,Little Auk,ヒメウミスズメ,1,91.2,0.387,0.0167,Viscor 1987,?-?,?-?
Fratercula arctica,NA,NA,4532,Fratercula arctica,Fratercula arctica,CHARADRIIFORMES,Alcidae,Atlantic Puffin,ニシツノメドリ,5,272,0.564,0.0345,Viscor 1987,?-?,?-?
Uria aalge,NA,NA,4508,Uria aalge,Uria aalge,CHARADRIIFORMES,Alcidae,Common Murre,ウミガラス,5,1010,0.702,0.0424,Viscor 1987,?-?,?-?
Burhinus oedicnemus,NA,NA,4179,Burhinus oedicnemus,Burhinus oedicnemus,CHARADRIIFORMES,Burhinidae,Eurasian Stone-curlew,イシチドリ,1,522,0.837,0.0757,Viscor 1987,?-?,?-?
Charadrius hiaticula,NA,NA,4236,Charadrius hiaticula,Charadrius hiaticula,CHARADRIIFORMES,Charadriidae,Common Ringed Plover,ハジロコチドリ,5,62.2,0.408,0.0188,Viscor 1987,?-?,?-?
Eudromias morinellus,NA,NA,4277,Eudromias morinellus,Charadrius morinellus,CHARADRIIFORMES,Charadriidae,Eurasian Dotterel,コバシチドリ,1,90,0.466,0.0247,Viscor 1987,?-?,?-?
Charadrius vociferus,NA,NA,4241,Charadrius vociferus,Charadrius vociferus,CHARADRIIFORMES,Charadriidae,Killdeer,フタオビチドリ,2,85,NA,0.0275,Viscor 1987,?-?,?-?
Pluvialis apricaria,NA,NA,4231,Pluvialis apricaria,Pluvialis apricaria,CHARADRIIFORMES,Charadriidae,European Golden Plover,ヨーロッパムナグロ,2,178,0.585,0.0356,Viscor 1987,?-?,?-?
Pluvialis squatarola,NA,NA,4234,Pluvialis squatarola,Pluvialis squatarola,CHARADRIIFORMES,Charadriidae,Grey Plover,ダイゼン,3,216,0.654,0.0413,Viscor 1987,?-?,?-?
Vanellus vanellus,NA,NA,4283,Vanellus vanellus,Vanellus vanellus,CHARADRIIFORMES,Charadriidae,Northern Lapwing,タゲリ,4,211,0.75,0.0668,Viscor 1987,?-?,?-?
Hematopus ostralegus,NA,NA,4195,Haematopus ostralegus,Haematopus ostralegus,CHARADRIIFORMES,Haematopodidae,Eurasian Oystercatcher,ミヤコドリ,1,438,0.805,0.0622,Viscor 1987,?-?,?-?
Larus ridibundus,NA,NA,4424,Larus ridibundus,Chroicocephalus ridibundus,CHARADRIIFORMES,Laridae,Black-headed Gull,ユリカモメ,4,261,0.971,0.0853,Viscor 1987,?-?,?-?
Larus argentatus,NA,NA,4396,Larus argentatus,Larus argentatus,CHARADRIIFORMES,Laridae,European Herring Gull,セグロカモメ,6,1189,1.43,0.2105,Viscor 1987,?-?,?-?
Larus canus,NA,NA,4376,Larus canus,Larus canus,CHARADRIIFORMES,Laridae,Common Gull,カモメ,5,367,1.08,0.1149,Viscor 1987,?-?,?-?
Larus marinus,NA,NA,4384,Larus marinus,Larus marinus,CHARADRIIFORMES,Laridae,Great Black-backed Gull,オオカモメ,5,1915,1.72,0.2719,Viscor 1987,?-?,?-?
Rissa tridactyla,NA,NA,4440,Rissa tridactyla,Rissa tridactyla,CHARADRIIFORMES,Laridae,Black-legged Kittiwake,ミツユビカモメ,6,488,1.05,0.0967,Viscor 1987,?-?,?-?
Sterna hirundo,NA,NA,4463,Sterna hirundo,Sterna hirundo,CHARADRIIFORMES,Laridae,Common Tern,アジサシ,7,118,0.829,0.0563,Viscor 1987,?-?,?-?
Recurvirostra avocetta,NA,NA,4223,Recurvirostra avosetta,Recurvirostra avosetta,CHARADRIIFORMES,Recurvirostridae,Pied Avocet,ソリハシセイタカシギ,1,295,0.772,0.0684,Viscor 1987,?-?,?-?
Actitis hypoleucos,NA,NA,4103,Actitis hypoleucos,Actitis hypoleucos,CHARADRIIFORMES,Scolopacidae,Common Sandpiper,イソシギ,1,48.5,0.357,0.0148,Viscor 1987,?-?,?-?
Actitis macularia,NA,NA,4104,Actitis macularius,Actitis macularius,CHARADRIIFORMES,Scolopacidae,Spotted Sandpiper,アメリカイソシギ,1,47.5,NA,0.0146,Viscor 1987,?-?,?-?
Arenaria interpres,NA,NA,4110,Arenaria interpres,Arenaria interpres,CHARADRIIFORMES,Scolopacidae,Ruddy Turnstone,キョウジョシギ,5,107.8,0.476,0.0213,Viscor 1987,?-?,?-?
Calidris alba,NA,NA,4120,Calidris alba,Calidris alba,CHARADRIIFORMES,Scolopacidae,Sanderling,ミユビシギ,3,41.9,0.354,0.016,Viscor 1987,?-?,?-?
Calidris alpina,NA,NA,4135,Calidris alpina,Calidris alpina,CHARADRIIFORMES,Scolopacidae,Dunlin,ハマシギ,5,44,0.36,0.0126,Viscor 1987,?-?,?-?
Calidris canutus,NA,NA,4118,Calidris canutus,Calidris canutus,CHARADRIIFORMES,Scolopacidae,Red Knot,コオバシギ,5,88,0.503,0.0269,Viscor 1987,?-?,?-?
Erolia melanotos,NA,NA,4130,Calidris melanotos,Calidris melanotos,CHARADRIIFORMES,Scolopacidae,Pectoral Sandpiper,アメリカウズラシギ,1,101,NA,0.0199,Viscor 1987,?-?,?-?
Phylomachus pugnax,NA,NA,4143,Philomachus pugnax,Calidris pugnax,CHARADRIIFORMES,Scolopacidae,Ruff,エリマキシギ,1,180,0.632,0.0457,Viscor 1987,?-?,?-?
Gallinago gallinago,NA,NA,4051,Gallinago gallinago,Gallinago gallinago,CHARADRIIFORMES,Scolopacidae,Common Snipe,タシギ,7,103.8,0.448,0.02475,Viscor 1987,?-?,?-?
Limosa lapponica,NA,NA,4076,Limosa lapponica,Limosa lapponica,CHARADRIIFORMES,Scolopacidae,Bar-tailed Godwit,オオソリハシシギ,5,197,0.733,0.052,Viscor 1987,?-?,?-?
Limosa limosa,NA,NA,4074,Limosa limosa,Limosa limosa,CHARADRIIFORMES,Scolopacidae,Black-tailed Godwit,オグロシギ,1,228,0.69,0.0527,Viscor 1987,?-?,?-?
Lymnocryptes minima,NA,NA,4066,Lymnocryptes minimus,Lymnocryptes minimus,CHARADRIIFORMES,Scolopacidae,Jack Snipe,コシギ,1,57,0.393,0.0178,Viscor 1987,?-?,?-?
Numenius arquata,NA,NA,4087,Numenius arquata,Numenius arquata,CHARADRIIFORMES,Scolopacidae,Eurasian Curlew,ダイシャクシギ,4,768,1.044,0.1175,Viscor 1987,?-?,?-?
Scolopax minor,NA,NA,4043,Scolopax minor,Scolopax minor,CHARADRIIFORMES,Scolopacidae,American Woodcock,アメリカヤマシギ,1,198.5,NA,0.03547,Viscor 1987,?-?,?-?
Scolopax rusticola,NA,NA,4034,Scolopax rusticola,Scolopax rusticola,CHARADRIIFORMES,Scolopacidae,Eurasian Woodcock,ヤマシギ,5,322,0.665,0.0596,Viscor 1987,?-?,?-?
Tringa erythropus,NA,NA,4091,Tringa erythropus,Tringa erythropus,CHARADRIIFORMES,Scolopacidae,Spotted Redshank,ツルシギ,1,133,0.541,0.0326,Viscor 1987,?-?,?-?
Tringa melanoleucus,NA,NA,4096,Tringa melanoleuca,Tringa melanoleuca,CHARADRIIFORMES,Scolopacidae,Greater Yellowlegs,オオキアシシギ,1,170,NA,0.0412,Viscor 1987,?-?,?-?
Tringa nebularia,NA,NA,4094,Tringa nebularia,Tringa nebularia,CHARADRIIFORMES,Scolopacidae,Common Greenshank,アオアシシギ,4,156,0.608,0.0406,Viscor 1987,?-?,?-?
Tringa ocrophus,NA,NA,4099,Tringa ochropus,Tringa ochropus,CHARADRIIFORMES,Scolopacidae,Green Sandpiper,クサシギ,1,72.7,0.472,0.0248,Viscor 1987,?-?,?-?
Tringa soliraria,NA,NA,4098,Tringa solitaria,Tringa solitaria,CHARADRIIFORMES,Scolopacidae,Solitary Sandpiper,コシグロクサシギ,1,47,NA,0.0192,Viscor 1987,?-?,?-?
Tringa totanus,NA,NA,4092,Tringa totanus,Tringa totanus,CHARADRIIFORMES,Scolopacidae,Common Redshank,アカアシシギ,1,133,0.516,0.0366,Viscor 1987,?-?,?-?
Ciconia ciconia,NA,NA,5369,Ciconia ciconia,Ciconia ciconia,CICONIIFORMES,Ciconiidae,White Stork,シュバシコウ,7,3438,1.978,0.4951,Viscor 1987,?-?,?-?
Leptoptilus crumeniferus,NA,NA,5377,Leptoptilos crumeniferus,Leptoptilos crumenifer,CICONIIFORMES,Ciconiidae,Marabou Stork,アフリカハゲコウ,1,7030,2.817,0.8225,Viscor 1987,?-?,?-?
Columba livia,NA,NA,3315,Columba livia,Columba livia,COLUMBIFORMES,Columbidae,Rock Dove,カワラバト,5,387.7,0.65,0.06122,Viscor 1987,?-?,?-?
Columba oenas,NA,NA,3322,Columba oenas,Columba oenas,COLUMBIFORMES,Columbidae,Stock Dove,ヒメモリバト,2,306,0.653,0.0532,Viscor 1987,?-?,?-?
Columba palumbus,NA,NA,3325,Columba palumbus,Columba palumbus,COLUMBIFORMES,Columbidae,Common Wood Pigeon,モリバト,4,495,0.751,0.0797,Viscor 1987,?-?,?-?
Streptopelia turtur,NA,NA,3380,Streptopelia turtur,Streptopelia turtur,COLUMBIFORMES,Columbidae,European Turtle Dove,コキジバト,2,178,0.529,0.0376,Viscor 1987,?-?,?-?
Zenaidura macroura,NA,NA,3439,Zenaida macroura,Zenaida macroura,COLUMBIFORMES,Columbidae,Mourning Dove,ナゲキバト,1,130,NA,0.03575,Viscor 1987,?-?,?-?
Alcedo atthis,NA,NA,1546,Alcedo atthis,Alcedo atthis,CORACIIFORMES,Alcedinidae,Common Kingfisher,カワセミ,3,36.4,0.288,0.0108,Viscor 1987,?-?,?-?
Megacyrele alcyon,NA,NA,1641,Megaceryle alcyon,Megaceryle alcyon,CORACIIFORMES,Alcedinidae,Belted Kingfisher,アメリカヤマセミ,1,155,NA,0.0376,Viscor 1987,?-?,?-?
Coracias garrulus,NA,NA,1488,Coracias garrulus,Coracias garrulus,CORACIIFORMES,Coraciidae,European Roller,ニシブッポウソウ,3,128,0.615,0.0483,Viscor 1987,?-?,?-?
Coccyzus americanus,NA,NA,1858,Coccyzus americanus,Coccyzus americanus,CUCULIFORMES,Cuculidae,Yellow-billed Cuckoo,キバシカッコウ,2,61,NA,0.0266,Viscor 1987,?-?,?-?
Cuculus canorus,NA,NA,1747,Cuculus canorus,Cuculus canorus,CUCULIFORMES,Cuculidae,Common Cuckoo,カッコウ,4,104,0.583,0.0419,Viscor 1987,?-?,?-?
Polyborus plancus,NA,NA,4925,Caracara plancus,Caracara plancus,FALCONIFORMES,Falconidae,Crested Caracara,ミナミカラカラ,1,1209,1.354,0.2321,Viscor 1987,?-?,?-?
Falco columbarius,NA,NA,4963,Falco columbarius,Falco columbarius,FALCONIFORMES,Falconidae,Merlin,コチョウゲンボウ,3,159,0.62,0.0424,Viscor 1987,?-?,?-?
Falco jugger,NA,NA,4975,Falco jugger,Falco jugger,FALCONIFORMES,Falconidae,Laggar Falcon,ラガーハヤブサ,2,571.4,1.01,0.11202,Viscor 1987,?-?,?-?
Falco peregrinus,NA,NA,4980,Falco peregrinus,Falco peregrinus,FALCONIFORMES,Falconidae,Peregrine Falcon,ハヤブサ,6,813,1.064,0.1285,Viscor 1987,?-?,?-?
Falco sparverius,NA,NA,4950,Falco sparverius,Falco sparverius,FALCONIFORMES,Falconidae,American Kestrel,アメリカチョウゲンボウ,2,137,0.55,0.0372,Viscor 1987,?-?,?-?
Falco subbuteo,NA,NA,4967,Falco subbuteo,Falco subbuteo,FALCONIFORMES,Falconidae,Eurasian Hobby,チゴハヤブサ,7,165,0.757,0.0558,Viscor 1987,?-?,?-?
Falco tinnunculus,NA,NA,4941,Falco tinnunculus,Falco tinnunculus,FALCONIFORMES,Falconidae,Common Kestrel,チョウゲンボウ,8,208.5,0.745,0.07055,Viscor 1987,?-?,?-?
Colinus virginianus,NA,NA,469,Colinus virginianus,Colinus virginianus,GALLIFORMES,Odontophoridae,Northern Bobwhite,コリンウズラ,2,165.1,0.331,0.02064,Viscor 1987,?-?,?-?
Alectoris graeca,NA,NA,244,Alectoris graeca,Alectoris graeca,GALLIFORMES,Phasianidae,Rock Partridge,ハイイロイワシャコ,1,606.5,0.55,0.0473,Viscor 1987,?-?,?-?
Alectoris rufa,NA,NA,245,Alectoris rufa,Alectoris rufa,GALLIFORMES,Phasianidae,Red-legged Partridge,アカアシイワシャコ,1,490,0.544,0.0519,Viscor 1987,?-?,?-?
Bonasa umbelus,NA,NA,434,Bonasa umbellus,Bonasa umbellus,GALLIFORMES,Phasianidae,Ruffed Grouse,エリマキライチョウ,1,516.5,NA,0.0527,Viscor 1987,?-?,?-?
Coturnix coturnix,NA,NA,300,Coturnix coturnix,Coturnix coturnix,GALLIFORMES,Phasianidae,Common Quail,ヨーロッパウズラ,3,83.2,0.358,0.0171,Viscor 1987,?-?,?-?
Coturnix coturnix japonica,NA,NA,303,Coturnix japonica,Coturnix japonica,GALLIFORMES,Phasianidae,Japanese Quail,ウズラ,1,140.1,0.316,0.01856,Viscor 1987,?-?,?-?
Gallus g. domesticus,NA,NA,362,Gallus gallus,Gallus gallus,GALLIFORMES,Phasianidae,Red Junglefowl,セキショクヤケイ,1,2610,0.653,0.12704,Viscor 1987,?-?,?-?
Lagopus lagopus,NA,NA,423,Lagopus lagopus,Lagopus lagopus,GALLIFORMES,Phasianidae,Willow Ptarmigan,カラフトライチョウ,2,620,0.682,0.0626,Viscor 1987,?-?,?-?
Lagopus scoticus,NA,NA,423,Lagopus lagopus,Lagopus lagopus,GALLIFORMES,Phasianidae,Willow Ptarmigan,カラフトライチョウ,1,624,0.709,0.0593,Viscor 1987,?-?,?-?
Lagopus mutus,NA,NA,426,Lagopus muta,Lagopus muta,GALLIFORMES,Phasianidae,Rock Ptarmigan,ライチョウ,1,462.5,0.603,0.0486,Viscor 1987,?-?,?-?
Tetrao tetrix,F,NA,428,Tetrao tetrix,Lyrurus tetrix,GALLIFORMES,Phasianidae,Black Grouse,クロライチョウ,1,940,0.764,0.0846,Viscor 1987,?-?,?-?
Tetrao tetrix,M,NA,428,Tetrao tetrix,Lyrurus tetrix,GALLIFORMES,Phasianidae,Black Grouse,クロライチョウ,1,1030,0.838,0.0968,Viscor 1987,?-?,?-?
Meleagris gallopavo,NA,NA,439,Meleagris gallopavo,Meleagris gallopavo,GALLIFORMES,Phasianidae,Wild Turkey,シチメンチョウ,1,3897,NA,0.3752,Viscor 1987,?-?,?-?
Perdix perdix,NA,NA,294,Perdix perdix,Perdix perdix,GALLIFORMES,Phasianidae,Grey Partridge,ヨーロッパヤマウズラ,4,387,0.525,0.0433,Viscor 1987,?-?,?-?
Phasianus colchicus,NA,NA,393,Phasianus colchicus,Phasianus colchicus,GALLIFORMES,Phasianidae,Common Pheasant,コウライキジ,5,1304,0.8,0.0917,Viscor 1987,?-?,?-?
Tetrao urogallus,F,NA,430,Tetrao urogallus,Tetrao urogallus,GALLIFORMES,Phasianidae,Western Capercaillie,ヨーロッパオオライチョウ,1,1890,0.915,0.1219,Viscor 1987,?-?,?-?
Tetrao urogallus,M,NA,430,Tetrao urogallus,Tetrao urogallus,GALLIFORMES,Phasianidae,Western Capercaillie,ヨーロッパオオライチョウ,1,3361,1.318,0.1412,Viscor 1987,?-?,?-?
Tetrastes bonasia,NA,NA,432,Bonasa bonasia,Tetrastes bonasia,GALLIFORMES,Phasianidae,Hazel Grouse,エゾライチョウ,2,278,0.529,0.0386,Viscor 1987,?-?,?-?
Gavia arctica,NA,NA,5442,Gavia arctica,Gavia arctica,GAVIIFORMES,Gaviidae,Black-throated Loon,オオハム,4,1495,1.2,0.1196,Viscor 1987,?-?,?-?
Gavia immer,NA,NA,5446,Gavia immer,Gavia immer,GAVIIFORMES,Gaviidae,Common Loon,ハシグロアビ,3,2425,1.47,0.1358,Viscor 1987,?-?,?-?
Gavia stellata,NA,NA,5440,Gavia stellata,Gavia stellata,GAVIIFORMES,Gaviidae,Red-throated Loon,アビ,4,957,1.04,0.089,Viscor 1987,?-?,?-?
Grus grus,NA,NA,3745,Grus grus,Grus grus,GRUIFORMES,Gruidae,Common Crane,クロヅル,4,4175,2.11,0.5553,Viscor 1987,?-?,?-?
Crex cres,NA,NA,3862,Crex crex,Crex crex,GRUIFORMES,Rallidae,Corn Crake,ウズラクイナ,1,155,0.478,0.0318,Viscor 1987,?-?,?-?
Fulica americana,NA,NA,3942,Fulica americana,Fulica americana,GRUIFORMES,Rallidae,American Coot,アメリカオオバン,2,435,0.65,0.0596,Viscor 1987,?-?,?-?
Fulica atra,NA,NA,3939,Fulica atra,Fulica atra,GRUIFORMES,Rallidae,Eurasian Coot,オオバン,4,578,0.725,0.0618,Viscor 1987,?-?,?-?
Gallinula cloropus,NA,NA,3931,Gallinula chloropus,Gallinula chloropus,GRUIFORMES,Rallidae,Common Moorhen,バン,1,265,0.559,0.0368,Viscor 1987,?-?,?-?
Porzana carolina,NA,NA,3890,Porzana carolina,Porzana carolina,GRUIFORMES,Rallidae,Sora,カオグロクイナ,2,75,0.375,0.0176,Viscor 1987,?-?,?-?
Porzana porzana,NA,NA,3888,Porzana porzana,Porzana porzana,GRUIFORMES,Rallidae,Spotted Crake,コモンクイナ,4,69,0.394,0.0228,Viscor 1987,?-?,?-?
Rallus aquaticus,NA,NA,3853,Rallus aquaticus,Rallus aquaticus,GRUIFORMES,Rallidae,Water Rail,ヨーロッパクイナ,3,128,0.413,0.0261,Viscor 1987,?-?,?-?
Rallus elegans,NA,NA,3847,Rallus elegans,Rallus elegans,GRUIFORMES,Rallidae,King Rail,オウサマクイナ,1,227,0.61,0.0536,Viscor 1987,?-?,?-?
Rallus limicola,NA,NA,3850,Rallus limicola,Rallus limicola,GRUIFORMES,Rallidae,Virginia Rail,コオニクイナ,1,65,0.356,0.0221,Viscor 1987,?-?,?-?
Otis tarda,NA,NA,3697,Otis tarda,Otis tarda,OTIDIFORMES,Otididae,Great Bustard,ノガン,3,8950,2.08,0.5728,Viscor 1987,?-?,?-?
Otis tetrax,NA,NA,3696,Tetrax tetrax,Tetrax tetrax,OTIDIFORMES,Otididae,Little Bustard,ヒメノガン,1,830,0.865,0.1038,Viscor 1987,?-?,?-?
Acrocephalus schoenobaenus,NA,NA,10791,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,PASSERIFORMES,Acrocephalidae,Sedge Warbler,スゲヨシキリ,3,10.4,0.192,0.00529,Viscor 1987,?-?,?-?
Acrocephalus cirpaeus,NA,NA,10797,Acrocephalus scirpaceus,Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,Common Reed Warbler,ヨーロッパヨシキリ,1,12.8,0.203,0.00672,Viscor 1987,?-?,?-?
Hyppolais icterina,NA,NA,10842,Hippolais icterina,Hippolais icterina,PASSERIFORMES,Acrocephalidae,Icterine Warbler,キイロウタイムシクイ,1,10.7,0.205,0.008,Viscor 1987,?-?,?-?
Aegithalus caudatus,NA,NA,9964,Aegithalos caudatus,Aegithalos caudatus,PASSERIFORMES,Aegithalidae,Long-tailed Tit,エナガ,1,8,0.186,0.0058,Viscor 1987,?-?,?-?
Psaltriparus minimus,NA,NA,9976,Psaltriparus minimus,Psaltriparus minimus,PASSERIFORMES,Aegithalidae,American Bushtit,ヤブガラ,1,9.4,NA,0.0041,Viscor 1987,?-?,?-?
Alauda arvensis,NA,NA,11529,Alauda arvensis,Alauda arvensis,PASSERIFORMES,Alaudidae,Eurasian Skylark,ヒバリ,6,28.3,0.317,0.0163,Viscor 1987,?-?,?-?
Bombycilla cedrorum,NA,NA,8768,Bombycilla cedrorum,Bombycilla cedrorum,PASSERIFORMES,Bombycillidae,Cedar Waxwing,ヒメレンジャク,1,25,NA,0.013,Viscor 1987,?-?,?-?
Passerina cyanea,NA,NA,13313,Passerina cyanea,Passerina cyanea,PASSERIFORMES,Cardinalidae,Indigo Bunting,ルリノジコ,1,13,NA,0.0082,Viscor 1987,?-?,?-?
Pheucticus ludovicianus,NA,NA,13275,Pheucticus ludovicianus,Pheucticus ludovicianus,PASSERIFORMES,Cardinalidae,Rose-breasted Grosbeak,ムネアカイカル,1,40,NA,0.01665,Viscor 1987,?-?,?-?
Pheucticus melanocephalus,NA,NA,13276,Pheucticus melanocephalus,Pheucticus melanocephalus,PASSERIFORMES,Cardinalidae,Black-headed Grosbeak,チャバライカル,1,44.7,NA,0.02,Viscor 1987,?-?,?-?
Piranga flava,NA,NA,12908,Piranga flava,Piranga flava,PASSERIFORMES,Cardinalidae,Red Tanager,レンガフウキンチョウ,1,35.8,NA,0.0153,Viscor 1987,?-?,?-?
Certhia brachydactila,NA,NA,9657,Certhia brachydactyla,Certhia brachydactyla,PASSERIFORMES,Certhiidae,Short-toed Treecreeper,タンシキバシリ,1,8.5,0.2,0.0066,Viscor 1987,?-?,?-?
Certhia familiaris,NA,NA,9655,Certhia familiaris,Certhia familiaris,PASSERIFORMES,Certhiidae,Eurasian Treecreeper,キバシリ,4,8,NA,0.00665,Viscor 1987,?-?,?-?
Corvus monedula,NA,NA,8075,Corvus dauuricus,Coloeus monedula,PASSERIFORMES,Corvidae,Western Jackdaw,ニシコクマルガラス,6,253,0.708,0.0665,Viscor 1987,?-?,?-?
Corvus brachyrhynchos,NA,NA,8093,Corvus brachyrhynchos,Corvus brachyrhynchos,PASSERIFORMES,Corvidae,American Crow,アメリカガラス,1,552.5,NA,0.1344,Viscor 1987,?-?,?-?
Corvus corax,NA,NA,8124,Corvus corax,Corvus corax,PASSERIFORMES,Corvidae,Northern Raven,ワタリガラス,4,1250,1.2,0.28139,Viscor 1987,?-?,?-?
